source_path,target_path,anchor,reason,placement
/projects/rooflights-building-regulations/,/questions/what-documents-do-i-need-for-rooflights/,What documents do I need for Rooflights?,Parent project should support related long-tail questions.,related_question
/questions/what-documents-do-i-need-for-rooflights/,/projects/rooflights-building-regulations/,Rooflights building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/rooflights-building-regulations/,/questions/common-building-regs-mistakes-rooflights/,Common building regulations mistakes with Rooflights,Parent project should support related long-tail questions.,related_question
/questions/common-building-regs-mistakes-rooflights/,/projects/rooflights-building-regulations/,Rooflights building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/roof-alterations-building-regulations/,/questions/do-i-need-building-regulations-for-roof-alterations/,Do I need building regulations for Roof alterations?,Parent project should support related long-tail questions.,related_question
/questions/do-i-need-building-regulations-for-roof-alterations/,/projects/roof-alterations-building-regulations/,Roof alterations building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/roof-alterations-building-regulations/,/questions/building-notice-or-full-plans-for-roof-alterations/,Building notice or full plans for Roof alterations?,Parent project should support related long-tail questions.,related_question
/questions/building-notice-or-full-plans-for-roof-alterations/,/projects/roof-alterations-building-regulations/,Roof alterations building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/roof-alterations-building-regulations/,/questions/building-control-inspections-for-roof-alterations/,Building control inspections for Roof alterations,Parent project should support related long-tail questions.,related_question
/questions/building-control-inspections-for-roof-alterations/,/projects/roof-alterations-building-regulations/,Roof alterations building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/roof-alterations-building-regulations/,/questions/completion-certificate-for-roof-alterations/,Completion certificate for Roof alterations,Parent project should support related long-tail questions.,related_question
/questions/completion-certificate-for-roof-alterations/,/projects/roof-alterations-building-regulations/,Roof alterations building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/roof-alterations-building-regulations/,/questions/what-documents-do-i-need-for-roof-alterations/,What documents do I need for Roof alterations?,Parent project should support related long-tail questions.,related_question
